post.date	post.location	post.dept	post.trans	post.views	post.url	city	region	bribe.paid
756	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	23 	<pointer: 0x00000000581fc2f0>	Bangalore	Karnataka	400
757	October 12 2015	Bangalore, Karnataka	Transport	New Domestic Driving License	23 	<pointer: 0x00000000583d6760>	Bangalore	Karnataka	6000
758	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	52 	<pointer: 0x000000005863fb60>	Bangalore	Karnataka	500
759	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	25 	<pointer: 0x00000000570a02e0>	Bangalore	Karnataka	500
760	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	23 	<pointer: 0x000000005704fae0>	Bangalore	Karnataka	400
761	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	44 	<pointer: 0x00000000589d9a60>	Bangalore	Karnataka	1000
762	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	24 	<pointer: 0x0000000058b97460>	Bangalore	Karnataka	500
763	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	41 	<pointer: 0x0000000058f48f60>	Bangalore	Karnataka	500
764	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	20 	<pointer: 0x0000000058d9c4e0>	Bangalore	Karnataka	2000
765	October 12 2015	Bangalore, Karnataka	Passport	Police Verification for Passport	29 	<pointer: 0x00000000590d60f0>	Bangalore	Karnataka	700
766	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	22 	<pointer: 0x00000000592238f0>	Bangalore	Karnataka	500
767	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	30 	<pointer: 0x000000005935c270>	Bangalore	Karnataka	1300
768	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	25 	<pointer: 0x000000005947dd00>	Bangalore	Karnataka	500
769	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	20 	<pointer: 0x0000000059609be0>	Bangalore	Karnataka	400
770	October 12 2015	Bangalore, Karnataka	Income Tax	New PAN Card	42 	<pointer: 0x000000005973fd60>	Bangalore	Karnataka	500
771	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	26 	<pointer: 0x00000000598385e0>	Bangalore	Karnataka	1500
772	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	25 	<pointer: 0x00000000599c61e0>	Bangalore	Karnataka	500
773	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	24 	<pointer: 0x0000000059b217f0>	Bangalore	Karnataka	400
774	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	39 	<pointer: 0x0000000059d9ef60>	Bangalore	Karnataka	500
775	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	26 	<pointer: 0x0000000058d9dee0>	Bangalore	Karnataka	400
776	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	24 	<pointer: 0x0000000058935160>	Bangalore	Karnataka	500
777	October 12 2015	Bangalore, Karnataka	Police	Police Verification for Passport	26 	<pointer: 0x0000000058d8aee0>	Bangalore	Karnataka	500
778	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	29 	<pointer: 0x000000005a08aa60>	Bangalore	Karnataka	5000
779	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	21 	<pointer: 0x000000005a1cf4f0>	Bangalore	Karnataka	400
780	October 12 2015	Bangalore, Karnataka	Income Tax	New PAN Card	33 	<pointer: 0x000000005a2c35e0>	Bangalore	Karnataka	500
781	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	21 	<pointer: 0x000000005a4680f0>	Bangalore	Karnataka	1200
782	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	19 	<pointer: 0x000000005a590fd0>	Bangalore	Karnataka	500
783	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	25 	<pointer: 0x000000005a6ad6f0>	Bangalore	Karnataka	400
784	October 12 2015	Bangalore, Karnataka	Passport	Passport Delivery	32 	<pointer: 0x000000005a83a9e0>	Bangalore	Karnataka	1000
785	October 12 2015	New Delhi, Delhi	Commercial Tax, Sales Tax, VAT	C Form	51 	<pointer: 0x000000005a97c9e0>	New	Delhi	1000
786	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	28 	<pointer: 0x000000005ab18170>	Bangalore	Karnataka	1000
787	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	27 	<pointer: 0x000000005ac522f0>	Bangalore	Karnataka	500
788	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	30 	<pointer: 0x000000005ad81570>	Bangalore	Karnataka	500
789	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	25 	<pointer: 0x000000005af24d60>	Bangalore	Karnataka	500
790	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	27 	<pointer: 0x000000005b071ff0>	Bangalore	Karnataka	500
791	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	23 	<pointer: 0x000000005b19bc70>	Bangalore	Karnataka	500
792	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	26 	<pointer: 0x000000005b342460>	Bangalore	Karnataka	500
793	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	29 	<pointer: 0x000000005b46b160>	Bangalore	Karnataka	500
794	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	24 	<pointer: 0x000000005b61f570>	Bangalore	Karnataka	500
795	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	26 	<pointer: 0x000000005b71d7e0>	Bangalore	Karnataka	500
796	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	27 	<pointer: 0x000000005b85db70>	Bangalore	Karnataka	500
797	October 12 2015	Tirunelveli, Tamil Nadu	Municipal Services	Birth Certificate	33 	<pointer: 0x000000005b9bd660>	Tirunelveli	Nadu	90
798	October 12 2015	Hyderabad, Telangana	Passport	Police Verification for Passport	63 	<pointer: 0x000000005baaa2f0>	Hyderabad	Telangana	2000
799	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	25 	<pointer: 0x000000005bbeb5f0>	Bangalore	Karnataka	500
800	October 12 2015	Bangalore, Karnataka	Transport	New Domestic Driving License	29 	<pointer: 0x000000005bdd13f0>	Bangalore	Karnataka	1800
801	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	25 	<pointer: 0x000000005beec4e0>	Bangalore	Karnataka	500
802	October 12 2015	Bangalore, Karnataka	Police	Police Verification for Passport	21 	<pointer: 0x000000005bffabf0>	Bangalore	Karnataka	400
803	October 12 2015	Adari, Uttar Pradesh	Customs, Excise and Service Tax	Customs Check and Clearance	81 	<pointer: 0x000000005c1c3e70>	Adari	Pradesh	30
804	October 12 2015	Adra, West Bengal	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	54 	<pointer: 0x000000005c3055f0>	Adra	Bengal	30
805	October 12 2015	Bangalore, Karnataka	Passport	Passport Delivery	29 	<pointer: 0x000000005c46daf0>	Bangalore	Karnataka	4000
806	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	22 	<pointer: 0x000000005c5913e0>	Bangalore	Karnataka	500
807	October 12 2015	Dadri, Uttar Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	60 	<pointer: 0x000000005c6d2ee0>	Dadri	Pradesh	50
808	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	48 	<pointer: 0x000000005c97d7f0>	Bangalore	Karnataka	500
809	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	29 	<pointer: 0x000000005ca91770>	Bangalore	Karnataka	400
810	October 12 2015	Achhnera, Uttar Pradesh	Commercial Tax, Sales Tax, VAT	C Form	91 	<pointer: 0x000000005cc30a70>	Achhnera	Pradesh	25
811	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	25 	<pointer: 0x000000005cd85570>	Bangalore	Karnataka	500
812	October 12 2015	Bangalore, Karnataka	Passport	Police Verification for Passport	31 	<pointer: 0x000000005ce83f70>	Bangalore	Karnataka	500
813	October 12 2015	Adilabad, Telangana	Transport	New Domestic Driving License	95 	<pointer: 0x0000000059c96870>	Adilabad	Telangana	30
814	October 12 2015	New Delhi, Delhi	Transport	New Domestic Driving License	45 	<pointer: 0x00000000584f5060>	New	Delhi	1000
815	October 12 2015	Anand, Gujarat	Stamps and Registration	Registration of Property	48 	<pointer: 0x00000000585f3f50>	Anand	Gujarat	6321
816	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	27 	<pointer: 0x000000005c9162f0>	Bangalore	Karnataka	400
817	October 12 2015	Agra, Uttar Pradesh	Transport	New Domestic Driving License	27 	<pointer: 0x000000005d19b070>	Agra	Pradesh	25
818	October 12 2015	Bangalore, Karnataka	Police	Police Harassment	23 	<pointer: 0x000000005d2da370>	Bangalore	Karnataka	500
819	October 12 2015	Adari, Uttar Pradesh	Customs, Excise and Service Tax	Customs Check and Clearance	78 	<pointer: 0x000000005d4631f0>	Adari	Pradesh	30
820	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	22 	<pointer: 0x000000005d5afe70>	Bangalore	Karnataka	400
821	October 12 2015	Bagalkot, Karnataka	Transport	Registration of Vehicle	35 	<pointer: 0x000000005d6c3e70>	Bagalkot	Karnataka	6523
822	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	28 	<pointer: 0x000000005d83f2e0>	Bangalore	Karnataka	500
823	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Flat or Apartment	27 	<pointer: 0x000000005d9381e0>	Bangalore	Karnataka	6400
824	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	34 	<pointer: 0x000000005da93160>	Bangalore	Karnataka	400
825	October 12 2015	Abohar, Punjab	Transport	Duplicate Registration Certificate	83 	<pointer: 0x000000005dc1dce0>	Abohar	Punjab	25
826	October 12 2015	Mumbai, Maharashtra	Commercial Tax, Sales Tax, VAT	C Form	74 	<pointer: 0x000000005dcf2ff0>	Mumbai	Maharashtra	60000
827	October 12 2015	Anugul, Orissa	Stamps and Registration	Registration of Property	39 	<pointer: 0x000000005deca9f0>	Anugul	Orissa	7956
828	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Flat or Apartment	24 	<pointer: 0x000000005dfd7570>	Bangalore	Karnataka	500
829	October 12 2015	Patna, Bihar	Others	Others	83 	<pointer: 0x000000005e171af0>	Patna	Bihar	20
830	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	22 	<pointer: 0x000000005e2a20e0>	Bangalore	Karnataka	400
831	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	24 	<pointer: 0x000000005e43f7f0>	Bangalore	Karnataka	500
832	October 12 2015	Achhnera, Uttar Pradesh	Commercial Tax, Sales Tax, VAT	C Form	88 	<pointer: 0x000000005e58bdf0>	Achhnera	Pradesh	32
833	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	23 	<pointer: 0x000000005e6c99e0>	Bangalore	Karnataka	2500
834	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	33 	<pointer: 0x000000005e81da60>	Bangalore	Karnataka	400
835	October 12 2015	Abohar, Punjab	Commercial Tax, Sales Tax, VAT	C Form	86 	<pointer: 0x000000005e9828e0>	Abohar	Punjab	15
836	October 12 2015	Amroha, Uttar Pradesh	Police	Police Verification for Passport	39 	<pointer: 0x000000005eab12e0>	Amroha	Pradesh	7410
837	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	26 	<pointer: 0x000000005ebcbb60>	Bangalore	Karnataka	500
838	October 12 2015	Bangalore, Karnataka	Passport	Passport Delivery	27 	<pointer: 0x000000005ed31c70>	Bangalore	Karnataka	500
839	October 12 2015	Almora, Uttarakhand	Customs, Excise and Service Tax	Customs Check and Clearance	35 	<pointer: 0x000000005ee77970>	Almora	Uttarakhand	46301
840	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	21 	<pointer: 0x000000005efd1bf0>	Bangalore	Karnataka	3400
841	October 12 2015	Adari, Uttar Pradesh	Customs, Excise and Service Tax	Customs Check and Clearance	80 	<pointer: 0x000000005f154a70>	Adari	Pradesh	25
842	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	30 	<pointer: 0x000000005f2861e0>	Bangalore	Karnataka	500
843	October 12 2015	Ariyalur, Tamil Nadu	Commercial Tax, Sales Tax, VAT	C Form	47 	<pointer: 0x000000005f3df170>	Ariyalur	Nadu	42000
844	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	22 	<pointer: 0x000000005f541b70>	Bangalore	Karnataka	500
845	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	24 	<pointer: 0x000000005f640270>	Bangalore	Karnataka	400
846	October 12 2015	Banda, Uttar Pradesh	Police	Traffic Violations	78 	<pointer: 0x000000005f7bc4f0>	Banda	Pradesh	14000
847	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	22 	<pointer: 0x000000005f8f9570>	Bangalore	Karnataka	500
848	October 12 2015	Akola, Madhya Pradesh	Police	Traffic Violations	33 	<pointer: 0x000000005fa65460>	Akola	Pradesh	6502
849	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	27 	<pointer: 0x000000005fb83e60>	Bangalore	Karnataka	500
850	October 12 2015	New Delhi, Delhi	Commercial Tax, Sales Tax, VAT	C Form	52 	<pointer: 0x000000005fcd7d60>	New	Delhi	1000
851	October 12 2015	Araria, Bihar	Police	Police Verification for Passport	43 	<pointer: 0x000000005fe483f0>	Araria	Bihar	4632
852	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	30 	<pointer: 0x000000005ff806f0>	Bangalore	Karnataka	400
853	October 12 2015	Ambikapur, Chhattisgarh	Stamps and Registration	Registration of Flat or Apartment	29 	<pointer: 0x0000000060131ee0>	Ambikapur	Chhattisgarh	48000
854	October 12 2015	Bangalore, Karnataka	Passport	Passport Delivery	31 	<pointer: 0x000000006027fff0>	Bangalore	Karnataka	500
855	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	26 	<pointer: 0x00000000603f24e0>	Bangalore	Karnataka	500
856	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	29 	<pointer: 0x000000006053d8f0>	Bangalore	Karnataka	400
857	October 12 2015	Baghpat, Uttar Pradesh	Transport	Registration of Vehicle	28 	<pointer: 0x00000000606c05f0>	Baghpat	Pradesh	45000
858	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	27 	<pointer: 0x00000000607c4570>	Bangalore	Karnataka	500
859	October 12 2015	Amarpur, Bihar	Stamps and Registration	Registration of Property	60 	<pointer: 0x000000006095fb70>	Amarpur	Bihar	41000
860	October 12 2015	Bangalore, Karnataka	Transport	Registration of Vehicle	21 	<pointer: 0x0000000060a8e3f0>	Bangalore	Karnataka	500
861	October 12 2015	Aurangabad, Maharashtra	Police	Police Harassment	26 	<pointer: 0x0000000060b8eb70>	Aurangabad	Maharashtra	1236
862	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	23 	<pointer: 0x0000000060d479e0>	Bangalore	Karnataka	500
863	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	45 	<pointer: 0x0000000060fc71f0>	Bangalore	Karnataka	500
864	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Flat or Apartment	24 	<pointer: 0x000000006116bae0>	Bangalore	Karnataka	6500
865	October 12 2015	Adoni, Andhra Pradesh	Customs, Excise and Service Tax	Customs Check and Clearance	61 	<pointer: 0x00000000612a3160>	Adoni	Pradesh	12347
866	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	23 	<pointer: 0x0000000061452250>	Bangalore	Karnataka	2000
867	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	21 	<pointer: 0x0000000061575460>	Bangalore	Karnataka	500
868	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	25 	<pointer: 0x0000000061697df0>	Bangalore	Karnataka	400
869	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	23 	<pointer: 0x0000000061835160>	Bangalore	Karnataka	4500
870	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	22 	<pointer: 0x0000000060fcc0f0>	Bangalore	Karnataka	500
871	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	22 	<pointer: 0x0000000060f97e60>	Bangalore	Karnataka	400
872	October 12 2015	Aligarh, Uttar Pradesh	Police	Police Verification for Passport	61 	<pointer: 0x0000000061a533f0>	Aligarh	Pradesh	12365
873	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	24 	<pointer: 0x0000000061c057e0>	Bangalore	Karnataka	500
874	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Flat or Apartment	21 	<pointer: 0x0000000061d4c970>	Bangalore	Karnataka	500
875	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	25 	<pointer: 0x0000000061e58d60>	Bangalore	Karnataka	500
876	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	26 	<pointer: 0x0000000061ffa060>	Bangalore	Karnataka	400
877	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	22 	<pointer: 0x0000000062134ef0>	Bangalore	Karnataka	500
878	October 12 2015	Ambikapur, Chhattisgarh	Transport	Duplicate Registration Certificate	35 	<pointer: 0x000000006224aa70>	Ambikapur	Chhattisgarh	48000
879	October 12 2015	Hyderabad, Telangana	Passport	Passport Delivery	66 	<pointer: 0x00000000623a26e0>	Hyderabad	Telangana	1200
880	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	25 	<pointer: 0x0000000062545870>	Bangalore	Karnataka	500
881	October 12 2015	Adari, Uttar Pradesh	Municipal Services	Birth Certificate	70 	<pointer: 0x00000000626747e0>	Adari	Pradesh	1230
882	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	22 	<pointer: 0x0000000062791270>	Bangalore	Karnataka	500
883	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	31 	<pointer: 0x0000000062930af0>	Bangalore	Karnataka	5000
884	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	26 	<pointer: 0x0000000062a3cd60>	Bangalore	Karnataka	500
885	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	22 	<pointer: 0x0000000062bf7a60>	Bangalore	Karnataka	500
886	October 12 2015	Ameenapuram, Telangana	Police	Filing FIR	30 	<pointer: 0x0000000062d12b70>	Ameenapuram	Telangana	21000
887	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	35 	<pointer: 0x0000000062dfd4e0>	Bangalore	Karnataka	500
888	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	29 	<pointer: 0x0000000062f9bdf0>	Bangalore	Karnataka	500
889	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	23 	<pointer: 0x00000000630f1af0>	Bangalore	Karnataka	500
890	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	22 	<pointer: 0x000000006320ad70>	Bangalore	Karnataka	500
891	October 12 2015	Aurangabad, Bihar	Stamps and Registration	Registration of Flat or Apartment	67 	<pointer: 0x0000000063365670>	Aurangabad	Bihar	4200
892	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	60 	<pointer: 0x00000000679c9070>	Bangalore	Karnataka	500
893	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	42 	<pointer: 0x0000000067dd4cf0>	Bangalore	Karnataka	500
894	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	29 	<pointer: 0x0000000067c82bf0>	Bangalore	Karnataka	500
895	October 12 2015	Amguri, Assam	Transport	Duplicate Registration Certificate	44 	<pointer: 0x0000000067eddf60>	Amguri	Assam	17000
896	October 12 2015	Bangalore, Karnataka	Police	Traffic Violations	21 	<pointer: 0x000000006805bff0>	Bangalore	Karnataka	500
897	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	22 	<pointer: 0x000000006818f3f0>	Bangalore	Karnataka	200
898	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	24 	<pointer: 0x00000000682e0ce0>	Bangalore	Karnataka	500
899	October 12 2015	Bangalore, Karnataka	Transport	Registration of Vehicle	21 	<pointer: 0x0000000068451870>	Bangalore	Karnataka	10000
900	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	27 	<pointer: 0x000000006858e460>	Bangalore	Karnataka	500
901	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	24 	<pointer: 0x00000000687535f0>	Bangalore	Karnataka	400
902	October 12 2015	Abhayapuri, Assam	Municipal Services	Birth Certificate	72 	<pointer: 0x00000000688a1a60>	Abhayapuri	Assam	4100
903	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	27 	<pointer: 0x000000006896cc70>	Bangalore	Karnataka	400
904	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	23 	<pointer: 0x0000000068b2f3e0>	Bangalore	Karnataka	1800
905	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	24 	<pointer: 0x0000000068c85060>	Bangalore	Karnataka	500
906	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	25 	<pointer: 0x00000000679c8770>	Bangalore	Karnataka	500
907	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	27 	<pointer: 0x000000006774ddf0>	Bangalore	Karnataka	1500
908	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	25 	<pointer: 0x0000000067c1ef70>	Bangalore	Karnataka	500
909	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	26 	<pointer: 0x0000000068ddfcf0>	Bangalore	Karnataka	400
910	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	23 	<pointer: 0x0000000068f094e0>	Bangalore	Karnataka	400
911	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	24 	<pointer: 0x00000000690b5af0>	Bangalore	Karnataka	500
912	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	24 	<pointer: 0x000000006919cef0>	Bangalore	Karnataka	500
913	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	24 	<pointer: 0x00000000692fc660>	Bangalore	Karnataka	400
914	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	24 	<pointer: 0x00000000694c3bf0>	Bangalore	Karnataka	200
915	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	29 	<pointer: 0x000000006d49c4e0>	Bangalore	Karnataka	500
916	October 12 2015	Hyderabad, Telangana	Police	Police Verification for Passport	60 	<pointer: 0x000000006d5a2c60>	Hyderabad	Telangana	2000
917	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	26 	<pointer: 0x000000006d7546f0>	Bangalore	Karnataka	500
918	October 12 2015	Greater Noida, Uttar Pradesh	Municipal Services	Birth Certificate	61 	<pointer: 0x000000006d8a28e0>	Greater	Pradesh	20000
919	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	20 	<pointer: 0x000000006da2d360>	Bangalore	Karnataka	2300
920	NULL	NULL	Municipal Services	http://www.ipaidabribe.com/reports/all/pune/all-departments/all-amount	8 	<pointer: 0x000000006dd5f560>	NULL	NULL	NA
921	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	24 	<pointer: 0x000000006df9c1f0>	Bangalore	Karnataka	2000
922	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	26 	<pointer: 0x000000006e001660>	Bangalore	Karnataka	700
923	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	21 	<pointer: 0x000000006e17f2f0>	Bangalore	Karnataka	900
924	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	22 	<pointer: 0x000000006dd60ce0>	Bangalore	Karnataka	500
925	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	22 	<pointer: 0x000000006dd24260>	Bangalore	Karnataka	400
926	October 12 2015	New Delhi, Delhi	Transport	New Domestic Driving License	49 	<pointer: 0x000000006e39e060>	New	Delhi	300
927	October 12 2015	Bangalore, Karnataka	Police	Traffic Violations	22 	<pointer: 0x000000006e6f51f0>	Bangalore	Karnataka	500
928	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	18 	<pointer: 0x000000006e83e8e0>	Bangalore	Karnataka	500
929	October 12 2015	Bangalore, Karnataka	Transport	New Domestic Driving License	20 	<pointer: 0x000000006e955470>	Bangalore	Karnataka	1300
930	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	20 	<pointer: 0x000000006eb06ce0>	Bangalore	Karnataka	50
931	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	19 	<pointer: 0x000000006ec17b70>	Bangalore	Karnataka	400
932	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	20 	<pointer: 0x000000006ed58170>	Bangalore	Karnataka	600
933	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	19 	<pointer: 0x000000006eef9de0>	Bangalore	Karnataka	700
934	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	22 	<pointer: 0x000000006efcc2f0>	Bangalore	Karnataka	2500
935	October 12 2015	Udaipur, Rajasthan	Stamps and Registration	Marriage Certificate	65 	<pointer: 0x000000006f166ef0>	Udaipur	Rajasthan	5000
936	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	27 	<pointer: 0x000000006f2e90f0>	Bangalore	Karnataka	700
937	October 12 2015	Duliajan Oil Town, Assam	Stamps and Registration	Marriage Certificate	24 	<pointer: 0x000000006f3fc470>	Duliajan	Assam	2000
938	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	18 	<pointer: 0x000000006f59ddf0>	Bangalore	Karnataka	500
939	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	26 	<pointer: 0x000000006fec6be0>	Bangalore	Karnataka	1000
940	October 12 2015	Hyderabad, Telangana	Police	Police Verification for Passport	60 	<pointer: 0x000000006ffb9e70>	Hyderabad	Telangana	2500
941	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	21 	<pointer: 0x000000007014b770>	Bangalore	Karnataka	900
942	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	21 	<pointer: 0x000000007029cf60>	Bangalore	Karnataka	250
